keyword_id,关键词,开始时间,结束时间,游戏,弹出PV,弹出IP,注册人数,激活人数,有效人数,次留人数,二登人数,活跃人数,总充值人数,总充值,新充值人数,新充值,注册转换率,激活率,有效率,次留率,二登率,活跃率
1467093,三国志9威力加强版下载,2015-01-19,2015-01-19,大皇帝,4,4,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462160,楚汉,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1468817,真假三国,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462321,胡莱三国,2015-01-19,2015-01-19,大皇帝,8,8,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462494,冒险王,2015-01-19,2015-01-19,大皇帝,7,5,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1477392,p三国战争游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462703,神曲,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478801,p能玩的游戏,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463198,逍遥江湖,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1484553,p网游,2015-01-19,2015-01-19,大皇帝,5,4,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463401,名将三国,2015-01-19,2015-01-19,大皇帝,3,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1434709,战略游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559356,真三国无双7操作方法,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463581,封神无敌,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1446852,qq网页游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,1,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559206,三国群英传7武将秘籍,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463816,灵异阴阳录,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1454123,射击页游,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485355,三国志2网页,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465571,楚汉传奇,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1455924,和英雄联盟类似的游戏,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1486027,三国赵云传,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1466114,三国群侠传下载,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1457634,5599网页游戏平台,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1467458,三国战记风云再起下载,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462216,都市猎人,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1527919,大三国志,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1469608,我是秦二世,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462347,火影堂,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1474000,轮回三国,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462531,喵星军团,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1477710,p免费网游,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478191,p最好网游,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462966,倚天,2015-01-19,2015-01-19,大皇帝,6,6,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478989,p机甲类游戏,2015-01-19,2015-01-19,大皇帝,15,15,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463232,无懈可击,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559531,真三国无双7武器锻造,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1447948,最新网页游戏排行榜2012,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559305,三国群英传之崛起,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465052,王权无双官网,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1454575,枪战网络游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485634,双人三国志,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465633,重返大航海,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1456734,格斗网游排行,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1466348,英雄三国下载,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1459285,2011网页游戏排行榜,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1486126,p网页三国,2015-01-19,2015-01-19,大皇帝,0,0,0,0,0,0,0,0,1,30.00,0,0,--,--,--,--,--,--
1467490,三国2下载,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462246,飞升,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1527952,镁天三国,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462383,金融帝国Online,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462569,木灵宝贝,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1477763,pqq网页游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462810,王者召唤,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463013,战龙,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478579,p网页游戏平台,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1479150,p对战游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463295,神魔世界,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463493,精灵世界,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1437562,三国网页游戏大全,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485007,三国群英传3,2015-01-19,2015-01-19,大皇帝,17,11,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463687,XBA篮球经理,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1451355,最好玩的三国网游,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485222,p三国群英传10,2015-01-19,2015-01-19,大皇帝,32,29,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465182,暗黑英雄,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1454880,免费网络游戏排行榜2014前十名,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485680,阿达三国志2014,2015-01-19,2015-01-19,大皇帝,0,0,0,0,1,0,0,0,0,0.00,0,0,--,--,--,--,--,--
1465785,王朝霸域,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1456875,单机武侠游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559606,烽火三国单机游戏,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1466713,小霸王游戏机三国志,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1486432,全面战争,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462282,钢达战记,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1471799,楚,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462406,绝代双骄,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1475451,策略单机游戏排行榜,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462634,忍影堂,2015-01-19,2015-01-19,大皇帝,16,15,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1477863,p最新游戏名字,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478682,p玩页游,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463094,中华客栈,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1484253,p真三国无双4,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463358,七雄争霸,2015-01-19,2015-01-19,大皇帝,8,7,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559035,最新三国无双,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463530,幻境Online,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485024,三国群英传2ol,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463781,魔卡幻想,2015-01-19,2015-01-19,大皇帝,7,7,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1452532,页游开服时间表,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485280,三国志11,2015-01-19,2015-01-19,大皇帝,21,12,0,0,0,0,0,0,1,30.00,0,0,0%,--,--,--,--,--
1465488,精忠岳飞,2015-01-19,2015-01-19,大皇帝,5,5,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1455042,客户端网游,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485720,三国志2014官网,2015-01-19,2015-01-19,大皇帝,4,4,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465873,精灵战纪,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1456996,闯关游戏,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1466865,三国威力加强版,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462139,苍空,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1486460,战国全面战争,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1468696,三国之袁家我做主,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1472851,典韦,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462676,商道,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478041,p最新海战游戏,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478746,p日本战国游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1484480,pq将三国官网,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463383,魔晶幻想,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1434684,策略游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559102,三国无双战略版完整版,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463564,共和国之辉,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1446735,塔防类网游,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559157,三国群英传12,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463805,游戏王GX,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465547,鬼武者魂,2015-01-19,2015-01-19,大皇帝,5,5,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1455642,回合制网游排行榜前十名,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485795,p三国志中文版,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465981,战国风云官网,2015-01-19,2015-01-19,大皇帝,3,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1457453,q版回合制游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559649,三国系列单机游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1467136,三国志11下载,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462190,大乐斗2,2015-01-19,2015-01-19,大皇帝,4,4,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1527893,三国联萌,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1469089,虎豹骑,2015-01-19,2015-01-19,大皇帝,3,3,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1473546,新洛神赋,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462515,梦幻轩辕,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462756,隋唐霸业,2015-01-19,2015-01-19,大皇帝,6,6,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478121,p最三国,2015-01-19,2015-01-19,大皇帝,13,4,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462931,兄弟篮球,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478835,p免费游戏大全,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463204,仙之侠道,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463408,梦境世界,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1434786,三国页游,2015-01-19,2015-01-19,大皇帝,0,0,0,0,1,0,0,0,0,0.00,0,0,--,--,--,--,--,--
1559450,真三国无双7吕布传if,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463606,第二城市,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1447304,哪款三国游戏好玩,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559245,三国群英传ol台服,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463861,神枪手,2015-01-19,2015-01-19,大皇帝,8,6,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1454190,三国题材的网页游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485451,三国志ol,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465608,战争风云,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1456287,好玩的枪战游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559006,三国全面战争秘籍,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1466121,三国群英传单机版下载,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1457671,3d游戏大全,2015-01-19,2015-01-19,大皇帝,9,7,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1467476,三国志13游戏下载,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462227,斗战胜佛,2015-01-19,2015-01-19,大皇帝,4,4,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1527935,傲视三国,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1469828,曹植,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462352,极速猎人,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1474122,三国幻想,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462541,明朝时代2,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462777,天下第一,2015-01-19,2015-01-19,大皇帝,4,4,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478226,p最变态的游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462992,玉衡,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463037,遮天Q传,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463269,天地英雄,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463453,灵兽传说,2015-01-19,2015-01-19,大皇帝,5,5,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1484958,p真三国无双5,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463639,创世纪,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1448214,最新塔防网页游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485212,p三国群英传,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465077,王者召唤官网,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1454629,农场游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485650,再回三国志,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465700,武装风暴,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1456798,对战游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559592,城防三国游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1466502,三国志游戏单机版,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462076,QQ九仙,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1486346,p三国战记,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1468479,楚汉争鼎,2015-01-19,2015-01-19,大皇帝,0,0,0,0,0,0,0,0,1,2000.00,0,0,--,--,--,--,--,--
1462273,疯狂战机,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1471261,三国群英传之天下归龙,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462397,就要K歌,2015-01-19,2015-01-19,大皇帝,17,16,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1475054,大型国战游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462589,皮卡堂,2015-01-19,2015-01-19,大皇帝,8,8,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462823,无疆国度,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478450,p侠客网页游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1478645,p网页的游戏,2015-01-19,2015-01-19,大皇帝,3,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463078,纵横天下,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1479264,p暗黑网页游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463337,热舞街,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1360407,大黄帝,2015-01-19,2015-01-19,大皇帝,12,9,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1463518,机甲战争,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1438541,卡牌游戏排行榜,2015-01-19,2015-01-19,大皇帝,4,4,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485010,三国群英传6,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465450,英雄天下,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1455009,类网页游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1485701,三国志online官网,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1465829,丝路英雄,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1456903,大型游戏排行榜,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1559610,果宝三国游戏电脑版,2015-01-19,2015-01-19,大皇帝,2,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1466758,霸三国志大战官网,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462115,宝石总动员,2015-01-19,2015-01-19,大皇帝,2,2,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1468588,农夫三国,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1472122,谋定三国,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462417,凯恩战记,2015-01-19,2015-01-19,大皇帝,8,7,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1475719,电脑单机策略游戏,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462643,三国大乐斗,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
1462855,侠武英雄传,2015-01-19,2015-01-19,大皇帝,1,1,0,0,0,0,0,0,0,0.00,0,0,0%,--,--,--,--,--
